exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,exp10,exp11,exp12,exp13,exp14,exp15,exp16,exp17,exp18
0.282729466,1.1227171,1.460835141,1.418577665,1.400180423,1.333244162797928,1.0271382600069046,1.1263783663511275,1.0280818477272988,1.1817185908555985,0.947481968998909,1.6157442510128022,0.9665516495704652,1.1766279548406602,1.2836788713932037,1.173440259695053,0.3505812108516693,0.5368730127811432
0.309360789,1.120082614,1.469604462,1.428614211,1.402375227,1.304162681102753,1.0218210905790328,1.144974413514137,0.9965367898344992,1.2470303416252135,1.0296899050474166,1.6217238306999209,0.9191113382577896,1.063891811668873,1.2008365511894226,1.1925042271614077,0.3630204692482948,0.553322596848011
0.284433475,1.122501817,1.454790014,1.401473761,1.408238852,1.305318284034729,1.0026098489761353,1.0694151848554612,0.9669642731547357,1.1998293459415437,0.992519786953926,1.6014374792575836,0.8813464373350144,1.1522311836481094,1.2059564620256424,1.132520478963852,0.3493135020136833,0.5092779695987701
0.292164786,1.05311577,1.458701187,1.401754677,1.397361076,1.3199519515037537,0.940271919965744,1.0622932642698288,0.9827766120433808,1.1939335346221924,0.9720424711704254,1.5837287843227386,0.8824440091848373,1.0706917375326157,1.2072076678276062,1.1487597078084946,0.3833713352680206,0.515790942311287
0.289657918,1.066311577,1.451144725,1.382793033,1.361183327,1.2941075801849364,0.9195044308900832,1.042994847893715,1.010820633172989,1.221530431509018,0.8660817623138428,1.6070550560951231,0.8738846898078918,1.0580152943730354,1.1701745241880417,1.0571525990962982,0.3754405990242958,0.5249655410647392
0.256415647,1.004926392,1.439183432,1.373989975,1.360193652,1.276710855960846,0.946803018450737,1.0286408096551896,0.9310019105672837,1.158892747759819,0.925406563282013,1.5909014582633971,0.8374968022108078,1.103483022749424,1.2306821376085282,1.0038786202669143,0.4369545310735702,0.542381726205349
0.33546932,1.019521213,1.434109122,1.368073484,1.367646182,1.285217991471291,0.9077778607606888,1.0162900239229202,0.9186850532889366,1.1820255786180496,0.919584995508194,1.5957401812076568,0.8084731966257095,1.0733079969882966,1.1632485836744308,1.0415359437465668,0.5647224217653275,0.5389206349849701
0.328075069,1.008304611,1.430582106,1.360924363,1.345587474,1.258802855014801,0.8228202313184738,1.0268656641244889,1.0407714754343034,1.1715336561203002,0.9846266984939576,1.5985403656959534,0.8254174083471298,1.0476972952485084,1.1510641634464265,1.0486097395420075,0.7673162430524826,0.5348736375570298
0.339456708,0.971616021,1.432026476,1.344022095,1.36982348,1.2420911610126495,0.8111633330583572,1.006558546423912,0.941626900434494,1.137185302376747,0.8688526809215545,1.5863946437835694,0.8590809077024459,0.9742135688662528,1.150734829902649,0.9907676219940186,0.7224879384040832,0.5234764888882637
0.379074895,0.989618319,1.418381798,1.354423702,1.333039492,1.2440075367689132,0.7797830700874329,1.027260634303093,0.8831664070487022,1.1088597357273102,0.8948156088590622,1.560012400150299,0.7966773897409439,0.9878699675202368,1.084107545018196,0.9547664970159532,0.6702794015407563,0.5151269242167473
0.267657158,0.970753086,1.410780346,1.329339287,1.327019584,1.2495409488677978,0.8339463353157044,1.0183872044086455,0.9164318352937698,1.1246215254068377,0.8402574390172959,1.5773092269897462,0.8095480173826217,0.9788334682583808,1.123650699853897,0.9806143045425416,0.774428340792656,0.4965172916650772
0.375692779,0.967812619,1.412184918,1.33296994,1.327697837,1.2284267246723175,0.7854776710271836,0.9442435443401336,0.8874114319682121,1.128572815656662,0.8399761319160461,1.5365136981010437,0.7734090685844421,0.9683747678995132,1.153373771905899,0.973927092552185,0.5806640163064003,0.47772490084171293
0.343255889,0.950057873,1.420150417,1.322022855,1.294429508,1.227367839217186,0.7812425553798675,0.977018591761589,0.8420828893780709,1.1278418511152268,0.8642707198858262,1.5891523838043211,0.7665723413228989,0.9147245839238168,1.1155449271202087,0.948817366361618,0.5530909538269043,0.47982877492904663
0.257409247,0.93920607,1.421775293,1.323699266,1.282648504,1.2415377020835876,0.7920625120401382,0.9373398214578628,0.8207706019282341,1.0846568018198013,0.8169137477874756,1.5621470034122469,0.7701589167118073,0.91318868547678,1.0834039807319642,0.9008002340793608,0.5158400997519493,0.47674414366483686
0.227991573,0.924573493,1.423778832,1.307221353,1.293026191,1.2012673050165177,0.8051198601722718,0.9324417054653168,0.8168003097176552,1.0467056214809418,0.7735978305339813,1.5651875257492065,0.7381409853696823,0.907889710366726,1.1198297560214996,0.9374951213598252,0.4231693223118782,0.47110249996185305
0.315391468,0.939270568,1.396009362,1.296508488,1.275410044,1.2003821223974227,0.7667884826660156,0.9326278597116472,0.8187751308083534,1.0256397753953934,0.8058466941118241,1.5416545629501344,0.7158523350954056,0.8480975925922394,1.0424137562513351,0.9465298742055892,0.4502699106931686,0.5326692268252373
0.43521914,0.921216804,1.397419149,1.272364855,1.2938696,1.204541528224945,0.7556057512760163,0.8860348403453827,0.7977542713284492,1.0796434730291369,0.7831254929304123,1.5676036298274991,0.7198489665985107,0.928008134663105,1.104280835390091,0.8821594655513764,0.5029750138521194,0.46867613196372987
0.298091453,0.884906709,1.400290614,1.286655688,1.285343581,1.2003380984067915,0.8069013714790344,0.8946582168340683,0.7992061451077461,1.035040068626404,0.7857092022895813,1.5525716423988345,0.7241939276456832,0.907645796239376,1.0899999022483826,0.9090694397687912,0.4394270956516266,0.43436890840530396
0.30884897,0.900150675,1.397936749,1.287673581,1.281888312,1.1706138908863069,0.7548884212970733,0.9245525181293488,0.7963703066110611,1.0536627054214478,0.7814938634634018,1.544598889350891,0.7083943992853164,0.8572218641638756,1.0548160195350649,0.9184483557939528,0.4369559869170188,0.4053779557347298
0.274262671,0.870159525,1.38832019,1.2700472,1.260578871,1.1867325395345687,0.7112510979175568,0.8965063691139221,0.8092278435826301,1.0579779982566833,0.8433110386133194,1.5384868323802947,0.7242282271385193,0.8714602828025818,0.9896212875843048,0.8035200387239456,0.4565481692552566,0.45734001994132994
0.321467703,0.860620037,1.381558305,1.24122133,1.249820867,1.22025306224823,0.6835367769002915,0.8624126732349395,0.7818467140197753,1.002533772587776,0.7320756793022156,1.5399308800697329,0.7284592688083649,0.8589008927345276,1.0413693100214003,0.8384925276041031,0.4029665187001228,0.4315828993916512
0.288836329,0.859611961,1.37716397,1.246082425,1.251982373,1.1605038702487946,0.6899495303630829,0.8761358439922333,0.8125264927744865,1.0156696915626526,0.6800239086151123,1.5399835228919982,0.6956856369972229,0.8498382151126862,0.9850534707307816,0.8153024435043335,0.4335380509495735,0.40756436586380007
0.339655965,0.885956913,1.386060262,1.268848222,1.256643778,1.1630515098571776,0.6746908724308014,0.861931225657463,0.7295125648379326,0.989994102716446,0.7984643369913101,1.5438042163848875,0.6667512565851211,0.8386495172977447,1.0233178377151488,0.8400458574295044,0.4666984975337982,0.4064330369234085
0.286905453,0.854850668,1.371481094,1.271017766,1.225424671,1.1481023907661438,0.6752427399158478,0.8495724886655808,0.7314616024494172,0.9948542714118958,0.7017924457788467,1.524403017759323,0.6942833453416825,0.8383127942681312,0.9971455425024032,0.8315483212471009,0.3835207417607307,0.4186564713716507
0.534677121,0.820083451,1.351255441,1.258611789,1.243395296,1.1079286009073257,0.6356303274631501,0.8562529772520066,0.7465896621346474,0.9904762774705886,0.6780600398778915,1.523426777124405,0.6506755292415619,0.799506451189518,1.0360269576311112,0.8398956716060638,0.433141827583313,0.46137225478887556
0.280484321,0.802791679,1.34602356,1.241709375,1.239543024,1.1009729653596878,0.6441133886575698,0.8492248624563217,0.753987555205822,1.0256586074829102,0.6753683745861053,1.5226346969604492,0.6512571215629578,0.8554304048418999,0.9628401160240172,0.8033274590969086,0.556994603574276,0.40683198571205137
0.236807667,0.767572215,1.360554594,1.237877262,1.25026764,1.1329787731170655,0.6067786931991577,0.7896940141916275,0.7159262433648109,0.9484585285186768,0.6701325356960297,1.5230153679847718,0.6333641290664673,0.8304552987217904,0.926345118880272,0.7921507745981217,0.4011242270469665,0.41569327712059023
0.32452743,0.820904881,1.349755856,1.248151404,1.234024727,1.1120879083871842,0.6579531550407409,0.8128214776515961,0.7553600192070007,0.9469552218914032,0.6181292116641999,1.549846738576889,0.6558836460113525,0.8411689922213554,0.9783776730298996,0.7669101268053055,0.3575901582837105,0.40847167521715166
0.292002204,0.856267047,1.327738148,1.248456877,1.241583788,1.0792502820491792,0.6554231315851211,0.8104578137397767,0.7216827973723412,0.9374462485313416,0.7016572922468185,1.5079353094100951,0.6316841930150986,0.838810820877552,0.9990371584892273,0.7465636312961579,0.3778801470994949,0.3830899834632874
0.308436877,0.791068861,1.350835592,1.230854201,1.215419728,1.109121721982956,0.6116186559200287,0.7982203662395477,0.739360474050045,0.9755781888961792,0.6846673130989075,1.507800501585007,0.6078180700540543,0.816758930683136,0.9426246494054794,0.7732809692621231,0.368458043038845,0.38653121143579483
0.344975923,0.779782397,1.330503905,1.226696813,1.207486975,1.14958958029747,0.6114505261182785,0.7837207853794098,0.7036154925823211,0.926072546839714,0.7134720414876938,1.516602635383606,0.6527086943387985,0.774059945344925,0.9807743549346924,0.7571967035531998,0.3824591383337974,0.37055072486400603
0.385174072,0.816970494,1.344895059,1.2032787,1.190804797,1.1015285402536392,0.6593025267124176,0.8094248235225677,0.7276384755969048,0.8887108325958252,0.6558980017900466,1.5340374767780305,0.6685514777898789,0.7383693754673004,0.9053380042314528,0.7365964174270629,0.3676989197731018,0.3512232258915901
0.393970405,0.75414525,1.349735415,1.224873632,1.204615173,1.067491164803505,0.6334950685501098,0.7818092972040176,0.6828950807452202,0.9016459792852402,0.6463800966739655,1.472144106030464,0.6241398885846138,0.7606667205691338,0.9412904977798462,0.7363741606473923,0.3898447871208191,0.36376369595527647
0.315941938,0.776130074,1.316183281,1.201516369,1.175586033,1.0568523287773133,0.6114259600639343,0.7965859830379486,0.7073892548680305,0.9090866774320604,0.6348432183265686,1.4668123722076416,0.6457811027765274,0.7429428465664387,0.912916061282158,0.7213480830192566,0.3842034831643104,0.3896230846643448
0.428192263,0.76458801,1.337529993,1.205451515,1.200374693,1.0389217734336853,0.5964867800474167,0.7973564982414245,0.7011081919074058,0.8981945216655731,0.7028853416442871,1.440153956413269,0.5865423858165741,0.705342685431242,0.937116312980652,0.7484494119882583,0.3867322593927383,0.3868896648287773
0.536583409,0.786527026,1.320432097,1.200019765,1.178915718,1.0774539560079577,0.6693971276283264,0.7839000463485718,0.6756780847907067,0.8646810084581376,0.7124844431877136,1.487480491399765,0.5864346474409103,0.6835034690797329,0.8677564024925232,0.7690182775259018,0.389326223731041,0.4040494531393051
0.375489436,0.777262488,1.318892312,1.178286961,1.196203491,1.05389703810215,0.6063277363777161,0.8297599703073502,0.6425618030130863,0.8621104478836059,0.5980439186096191,1.4979132294654849,0.5637628734111786,0.6331206500530243,0.8794440805912018,0.7579961061477661,0.3410748675465583,0.456829246878624
0.372272657,0.736379841,1.319855225,1.176390728,1.202025223,1.009515142440796,0.5765840217471123,0.7319985926151276,0.6509280771017074,0.8725721687078476,0.5393386676907539,1.484836858510971,0.5993148148059845,0.6541163325309753,0.8908949434757233,0.776939469575882,0.3330121204257011,0.46450628340244293
0.17686425,0.76895465,1.320999026,1.185631242,1.160440248,1.0436664432287217,0.6154001161456109,0.7492571711540222,0.6938323475420475,0.8365866988897324,0.5639638155698776,1.4763445675373077,0.5849166840314866,0.6785318724811077,0.903401905298233,0.6983754664659501,0.3703849837183952,0.4091137409210205
0.291146717,0.708212677,1.305566138,1.179473826,1.142312741,1.0471961408853532,0.5618428230285645,0.7020434200763702,0.6986844003200531,0.8207919806241989,0.5809336841106415,1.465671330690384,0.577694109082222,0.6332881502807141,0.901939395070076,0.7265225559473037,0.3348684832453727,0.4258200988173485
0.285842142,0.71660212,1.329996181,1.173972404,1.136919311,0.9944227367639542,0.5857798725366592,0.7159602344036102,0.6535022541880607,0.8362380862236023,0.5834144249558448,1.4690730392932891,0.5614676997065544,0.671816187351942,0.906507322192192,0.7097578465938568,0.3588635832071304,0.3989776596426964
0.278577986,0.7558146,1.314105099,1.167770901,1.177797237,1.0234275788068772,0.6033353507518768,0.7584795206785202,0.6178291581571103,0.856064286828041,0.5216050252318383,1.410857453942299,0.5837490290403367,0.667735256999731,0.8689059764146805,0.6442360728979111,0.3479397237300873,0.3937219649553299
0.252478844,0.722513995,1.288324958,1.19413588,1.124754885,1.0042830854654312,0.607593084871769,0.7557121843099595,0.6814776815474033,0.8146023631095887,0.5883640319108963,1.454303854703903,0.5554819509387017,0.6041825771331787,0.8401955097913743,0.662822014093399,0.3207969754934311,0.415306456387043
0.26912891,0.706477359,1.279095373,1.201392502,1.172251472,1.0137973040342332,0.6116215631365776,0.7347485423088074,0.7063899740576745,0.8187937885522842,0.5498353093862534,1.4399129986763,0.5865403726696968,0.6207101546227932,0.8085062235593796,0.6657060563564301,0.3025602124631404,0.4006518855690956
0.326876328,0.66943987,1.299841481,1.142561933,1.144539529,0.9803520023822784,0.5064780488610268,0.6841903150081634,0.6452638678252697,0.8162188053131103,0.536368091404438,1.459496808052063,0.5445186838507652,0.6267821006476879,0.8130825698375702,0.6722208619117737,0.2931625187397003,0.41439931094646454
0.36502066,0.670159096,1.285982171,1.148323482,1.125589478,0.98089417219162,0.5226724684238434,0.689426502585411,0.6355843633413315,0.7998833656311035,0.5265535354614258,1.413319283723831,0.5246100917458534,0.6213033899664879,0.868492129445076,0.6805534124374389,0.3048619091510772,0.39809281527996065
0.351062772,0.658960325,1.286027205,1.149784786,1.139377874,0.9853045105934144,0.5221878856420517,0.6747147828340531,0.6345837615430355,0.8146841287612915,0.4990667104721069,1.4573940277099608,0.5242980435490608,0.6322536185383797,0.8143464088439941,0.7273090481758118,0.3021662011742592,0.4324228733778
0.318135912,0.664905834,1.295954889,1.13571963,1.132979783,0.9736026167869568,0.525042712688446,0.6578872948884964,0.6278136283159256,0.8044891625642776,0.5157230898737908,1.4452878534793854,0.5438442021608353,0.606763768196106,0.8252828806638718,0.6546077728271484,0.3331417337059975,0.48414514362812044
0.408142346,0.663906917,1.279635882,1.12866765,1.104986253,0.9422255486249924,0.5418908953666687,0.7580543786287308,0.5901901215314865,0.8259426862001419,0.5792619004845619,1.4568406522274018,0.5372894316911697,0.6044691130518913,0.810516157746315,0.6772405862808227,0.3305669263005256,0.47989617437124255
0.285662773,0.669353214,1.260887077,1.117129239,1.121550873,0.9597149133682252,0.5254584506154061,0.7166655153036118,0.6073253318667412,0.7057858526706695,0.5776493430137635,1.4450362861156465,0.6626107543706894,0.5692858994007111,0.8474634826183319,0.7079915940761566,0.3027242667973041,0.4609885737299919
0.230237309,0.638012987,1.272003996,1.130485407,1.106887683,0.970255896449089,0.5589185401797294,0.6845873147249222,0.6236580036580562,0.7417007148265838,0.5944629654288291,1.405013817548752,0.5265625417232513,0.5762136831879616,0.79857497215271,0.6415286809206009,0.3240579359233379,0.4658800601959229
0.204512699,0.642110747,1.258725786,1.13427802,1.104665279,0.9972706347703932,0.5558690294623375,0.6813433080911636,0.6360251545906067,0.7271472036838531,0.4944889396429062,1.3968482971191407,0.5122763514518738,0.5661953143775463,0.7646359413862228,0.6631729930639267,0.3729230642318725,0.5046649515628815
0.296244548,0.660290599,1.251867074,1.105757499,1.119402733,0.9469668567180634,0.5465830221772194,0.6682549923658371,0.6219099961221218,0.7966309815645218,0.4936793938279152,1.3910995423793793,0.5343490675091743,0.6024197772145271,0.793967679142952,0.6041270360350609,0.3023134216666222,0.4808509722352028
0.256844158,0.645200723,1.259790984,1.112479746,1.105496082,0.9426355749368668,0.5523124799132347,0.7075520604848862,0.5773265115916729,0.6896393567323684,0.6321476057171822,1.3934573113918305,0.5605427518486976,0.5501347243785858,0.7928899586200714,0.6518580198287964,0.2685128904879093,0.4927094116806984
0.232926758,0.706209075,1.245999736,1.104477653,1.112336689,0.9302568048238754,0.4797298461198807,0.6900322765111924,0.6470904298126697,0.6784144759178161,0.5601226478815079,1.396864753961563,0.5304986760020256,0.5438487060368061,0.7757458746433258,0.643806380033493,0.2774231016635894,0.48617191314697267
0.351012103,0.7822025,1.285107094,1.10995861,1.098599049,0.939082357287407,0.4746755003929138,0.6826910465955734,0.5708252191543579,0.6967574268579483,0.5754583612084389,1.3904368251562118,0.51295185983181,0.5401895232498646,0.7964819312095642,0.6435268253087998,0.2820686265826225,0.4351226106286049
0.2444926,0.68849638,1.253334302,1.092993158,1.095262581,0.9277008026838304,0.509286205470562,0.6592619866132736,0.5804509319365024,0.684955757856369,0.6621779382228852,1.36358579993248,0.5538582131266594,0.5444540575146675,0.7973631769418716,0.6309866264462471,0.3369859173893929,0.38339774310588837
0.289449378,0.670398405,1.249279934,1.091424504,1.053653103,0.8935721427202225,0.4947571575641632,0.6920117795467376,0.5399823822081089,0.6989764839410781,0.6095609441399574,1.3377597689628602,0.5115273147821426,0.503589142113924,0.7985407471656799,0.67730992436409,0.3000347167253494,0.3832297265529633
0.307740629,0.701722369,1.224260023,1.107185534,1.08686848,0.8971181601285935,0.5028427213430404,0.6263431906700134,0.5506248764693737,0.716133040189743,0.5328956604003906,1.3870359122753144,0.4918977871537208,0.538017512857914,0.7702146410942078,0.6009341925382614,0.268370571732521,0.38549072444438937
0.235546252,0.624980608,1.23799518,1.079330683,1.111669978,0.9243979632854462,0.4715722978115081,0.6285897374153138,0.5948931165039539,0.7202891409397125,0.5114329531788826,1.3569253742694856,0.5150868475437165,0.523946963250637,0.7549282252788544,0.6361358895897865,0.2924935378134251,0.3472065195441246
0.240323716,0.673852374,1.212767017,1.118499449,1.067108649,0.910279643535614,0.4683428853750229,0.6159267485141754,0.5783730871975422,0.6800301671028137,0.4902478322386742,1.3761006295681,0.5256862714886665,0.5163789123296738,0.8006440728902817,0.5941390693187714,0.2818166673183441,0.3358730897307396
0.342176525,0.622320029,1.232115412,1.078187209,1.066361022,0.9146499752998352,0.5386265501379967,0.6373310714960099,0.5662010908126831,0.676814791560173,0.5053252339363098,1.364865928888321,0.4616909027099609,0.5260363541543484,0.7541328638792038,0.6300911843776703,0.3075171634554863,0.3566808313131332
0.587563296,0.655018276,1.226045001,1.087314463,1.119196749,0.9413307964801788,0.4853176727890968,0.6171328693628311,0.5844049662351608,0.669767826795578,0.4564827144145965,1.372383964061737,0.5138957694172859,0.5393887355923652,0.7253794252872467,0.5946257874369621,0.2940264172852039,0.335789281129837
0.539780951,0.653462172,1.228597271,1.080219227,1.101094517,0.8856934636831284,0.4823337331414222,0.6106101140379906,0.567929670214653,0.67734195291996,0.4498722121119499,1.389318060874939,0.4953282296657562,0.5481881968677044,0.7975809156894684,0.6131840839982032,0.31595014706254,0.3024797186255455
0.383621826,0.600585794,1.232018545,1.067156166,1.070775962,0.9079941302537918,0.4807619839906693,0.6144702672958374,0.5542256005108357,0.6759602278470993,0.4397122964262962,1.332202607393265,0.5234085455536842,0.5728470824658871,0.7821437180042267,0.6115593984723091,0.3132689461112022,0.3242991104722023
0.345928105,0.609162575,1.211187676,1.104917631,1.051907191,0.8754798352718354,0.4759345233440399,0.5800738334655762,0.5594114005565644,0.6356644332408905,0.4618425190448761,1.325932502746582,0.4747697621583938,0.4916635528206825,0.7919686555862426,0.5938603043556213,0.2802798226475715,0.3226871371269226
0.304226509,0.604240173,1.231263202,1.081070679,1.04913609,0.8840464264154434,0.5355701759457588,0.6668674409389496,0.5511212319135665,0.6233290284872055,0.4422148823738098,1.3510050773620603,0.4538699775934219,0.5161690533161163,0.7562791049480438,0.5968811094760895,0.2547601275146007,0.31204151511192324
0.419707662,0.684088656,1.19512088,1.061745578,1.094692037,0.855686804652214,0.448195044696331,0.6612589478492736,0.5684992901980876,0.6729566097259522,0.4388431832194328,1.3297217518091202,0.4690237566828727,0.4718922294676304,0.7351930946111679,0.6010674685239792,0.2923112690448761,0.31154756918549537
0.290473634,0.617221062,1.205617511,1.084494814,1.099197888,0.8765345484018325,0.4769032791256904,0.6064946338534355,0.5548087105154991,0.6399293541908264,0.4267732933163642,1.3318656742572783,0.4671527430415153,0.4732969410717487,0.7090679556131363,0.5697727024555206,0.2717927083373069,0.3103663742542267
0.329727528,0.600966325,1.193531245,1.066748011,1.056686532,0.8959693342447281,0.445051771402359,0.5895495280623436,0.5505187444388866,0.6429733991622925,0.4248280242085457,1.2920956552028655,0.4402394011616707,0.4734797939658165,0.7291992962360382,0.6306141704320908,0.2820240557193756,0.28917488157749177
0.442260035,0.567773651,1.19452872,1.087522954,1.017157647,0.8187100529670716,0.4837389767169952,0.5647171229124069,0.5466046445071697,0.6336399182677269,0.4277980834245681,1.3448054671287537,0.4670764967799187,0.4684229671955108,0.7560691356658935,0.5755025133490562,0.2783905766904354,0.2791730985045433
0.275532261,0.607096928,1.216787601,1.080554566,1.029754305,0.8308682084083557,0.4480240523815155,0.5858462512493133,0.5620876625180244,0.6216920375823974,0.4700880214571953,1.334547609090805,0.4268948420882225,0.5142696268856526,0.6928175657987594,0.6171471163630485,0.2510406985878944,0.2667864166200161
0.221641345,0.59011001,1.214016354,1.047648594,1.034610304,0.8442684531211853,0.4664210423827171,0.6082640066742897,0.5578191004693508,0.6651309639215469,0.4858579784631729,1.316752302646637,0.4346941128373146,0.4673978790640831,0.6935266792774201,0.5874429553747177,0.2664749443531036,0.27476373314857483
0.197965116,0.581620178,1.189947227,1.047441962,1.017204404,0.8623018234968185,0.447255203127861,0.6390559941530227,0.5963694408535958,0.6175688564777374,0.5811495795845986,1.3057425677776338,0.4391954526305198,0.4275914140045643,0.7015798568725586,0.5767129436135292,0.2531109675765037,0.27146545723080634
0.214747439,0.574845479,1.203008685,1.015610957,1.011749509,0.8435018450021744,0.4785127222537994,0.6232427775859832,0.5462688893079758,0.6115802168846131,0.4325562432408333,1.3836475014686584,0.4636921808123588,0.482130416482687,0.7281768321990967,0.5356949046254158,0.2644979648292064,0.25287909135222436
